name,solution
C0001999,25
C0002000,25
C0002001,25
C0002002,25
C0002003,25
C0002004,25
C0002005,25
C0002006,15
C0002007,26
C0002008,26
C0002009,26
C0002010,26
C0002011,26
C0002012,26
C0002013,26
C0002014,15
C0002015,27
C0002016,27
C0002017,27
C0002018,27
C0002019,27
C0002020,27
C0002021,27
C0002022,28
C0002023,28
C0002024,28
C0002025,23
C0002026,28
C0002027,28
C0002028,28
C0002029,28
C0002030,28
C0002031,28
C0002032,28
C0002033,28
C0002034,28
C0002035,30
C0002036,30
C0002037,30
C0002038,30
C0002039,30
C0002040,30
C0002041,30
C0002042,18
C0002043,19
C0002044,19
C0002045,19
C0002046,19
C0002047,19
C0002048,19
C0002049,19
C0002050,28
C0002051,28
C0002052,28
C0002053,18
C0002054,19
C0002055,19
C0002056,19
C0002057,19
C0002058,19
C0002059,19
C0002060,19
C0002061,28
C0002062,28
C0002063,28
C0002064,28
C0002065,18
C0002066,18
C0002067,30
C0002068,28
C0002069,28
C0002070,28
C0002071,28
C0002072,28
C0002073,28
C0002074,28
C0002075,30
C0002076,30
C0002077,30
C0002078,30
C0002079,30
C0002080,30
C0002081,30
C0002082,28
C0002083,28
C0002084,28
C0002085,28
C0002086,28
C0002087,28
C0002088,28
C0002089,18
C0002090,18
C0002091,30
C0002092,18
C0002093,18
C0002094,30
C0002095,28
C0002096,28
C0002097,28
C0002098,28
C0002099,28
C0002100,28
C0002101,28
C0002102,30
C0002103,30
C0002104,30
C0002105,30
C0002106,30
C0002107,30
C0002108,30
C0002109,28
C0002110,28
C0002111,28
C0002112,28
C0002113,28
C0002114,28
C0002115,28
C0002116,18
C0002117,18
C0002118,30
C0002119,28
C0002120,28
C0002121,28
C0002122,28
C0002123,28
C0002124,28
C0002125,28
C0002126,30
C0002127,30
C0002128,30
C0002129,30
C0002130,30
C0002131,30
C0002132,30
C0002133,28
C0002134,28
C0002135,28
C0002136,28
C0002137,28
C0002138,28
C0002139,28
C0002140,30
C0002141,30
C0002142,30
C0002143,19
C0002144,19
C0002145,19
C0002146,19
C0002147,19
C0002148,19
C0002149,19
C0002150,19
C0002151,19
C0002152,19
C0002153,30
C0002154,19
C0002155,19
C0002156,30
C0002157,19
C0002158,19
C0002159,19
C0002160,19
C0002161,19
C0002162,19
C0002163,30
C0002164,19
C0002165,19
C0002166,19
C0002167,19
C0002168,30
C0002169,30
C0002170,30
C0002171,20
C0002172,20
C0002173,20
C0002174,20
C0002175,20
C0002176,20
C0002177,20
C0002178,20
C0002179,20
C0002180,20
C0002181,30
C0002182,20
C0002183,20
C0002184,30
C0002185,20
C0002186,20
C0002187,20
C0002188,20
C0002189,20
C0002190,20
C0002191,30
C0002192,20
C0002193,20
C0002194,20
C0002195,20
C0002196,30
C0002197,30
C0002198,30
C0002199,21
C0002200,21
C0002201,21
C0002202,21
C0002203,21
C0002204,21
C0002205,21
C0002206,21
C0002207,21
C0002208,21
C0002209,30
C0002210,21
C0002211,21
C0002212,30
C0002213,21
C0002214,21
C0002215,21
C0002216,21
C0002217,21
C0002218,21
C0002219,30
C0002220,21
C0002221,21
C0002222,21
C0002223,21
C0002224,30
C0002225,30
C0002226,30
C0002227,22
C0002228,22
C0002229,22
C0002230,22
C0002231,22
C0002232,22
C0002233,22
C0002234,22
C0002235,22
C0002236,22
C0002237,30
C0002238,22
C0002239,22
C0002240,30
C0002241,22
C0002242,22
C0002243,22
C0002244,22
C0002245,22
C0002246,22
C0002247,30
C0002248,22
C0002249,22
C0002250,22
C0002251,22
C0002252,30
C0002253,30
C0002254,30
C0002255,23
C0002256,23
C0002257,23
C0002258,23
C0002259,23
C0002260,23
C0002261,23
C0002262,23
C0002263,23
C0002264,23
C0002265,30
C0002266,23
C0002267,23
C0002268,30
C0002269,23
C0002270,23
C0002271,23
C0002272,23
C0002273,23
C0002274,23
C0002275,30
C0002276,23
C0002277,23
C0002278,23
C0002279,23
C0002280,30
C0002281,30
C0002282,30
C0002283,24
C0002284,24
C0002285,24
C0002286,24
C0002287,24
C0002288,24
C0002289,24
C0002290,24
C0002291,24
C0002292,24
C0002293,30
C0002294,24
C0002295,24
C0002296,30
C0002297,24
C0002298,24
C0002299,24
C0002300,24
C0002301,24
C0002302,24
C0002303,30
C0002304,24
C0002305,24
C0002306,24
C0002307,24
C0002308,30
C0002309,30
C0002310,30
C0002311,25
C0002312,25
C0002313,25
C0002314,25
C0002315,25
C0002316,25
C0002317,25
C0002318,25
C0002319,25
C0002320,25
C0002321,30
C0002322,25
C0002323,25
C0002324,30
C0002325,25
C0002326,25
C0002327,25
C0002328,25
C0002329,25
C0002330,25
C0002331,30
C0002332,25
C0002333,25
C0002334,25
C0002335,25
C0002336,30
C0002337,30
C0002338,30
C0002339,3
C0002340,3
C0002341,4
C0002342,0
C0002343,0
C0002344,1
C0002345,4
C0002346,4
C0002347,4
C0002348,4
